,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
1,,7.9285079907434,10.410989149284353,10.197787382516408,6.127794565736319,9.564203975845098,-1.7286920483917882,-3.2478292996608134,-2.2825709533067076,-5.631505174074712,-3.626928803289104,4.663563122462354,4.933472996464223,3.115578822784259,3.5921746030097337,-1.1289495582832492,0.27287917541564927,8.003476936299911,10.800776824181685,9.136571717655794,6.25001488917177,1.9165151036845893,4.268765154773021,-2.8024986309917366,-19.129169763059252,-21.94427389370866,-23.424457115715036,-13.701493960505735,-16.0521698167973,-8.749804254880658,-7.93527255732073,5.3337083589682255,-0.6441138531020824,-11.885982780246941,-15.853624236510472,-4.407456630781762,-2.9049254516192864,-4.369522102010339,-11.754784553594538,-8.724126932940887,-8.86025074376291,-13.53955067275189,-14.280834370062395,-16.476049885260295,-17.652671468905826,-17.82176069418016,-17.706510093882823,-16.86456043644229,-16.4995034680282,-17.44802551084969,-19.838042533298236,-20.749318404319602,-18.56773378749542,-19.38008264241622,-17.63177291630347,-17.34823319439596,-23.79660541766099,-27.27875396912683,-24.524203561839673,-19.75007809951978,-15.870764594864777,-12.165596231424102,-11.192971176062501,-12.350329960953008,-12.922353628844338,-7.7949329700786665,0.17208049506750095,2.95782670126207,0.19185538436405486,-16.401261332701477,-25.505384226542365,-26.182898164336454,-26.418503513390235,-26.635079230520976,-27.082193334210196,-27.190877003817075,-27.20096180812624,-27.084568275420423,-27.053491764281247,-26.896356965649677,-26.619494117887406,-26.238243428574314,-25.615034678458215,-25.098349619252105,-24.77212178414325,-24.64619031735188,-24.06422242958031,-23.467255096250213,-22.709013872385796,-21.8907245985066,-20.975482015405653,-20.17853502297521,-19.36163595615158,-18.450638349967996,-17.204008905959242,-16.216008985018522,-15.226130336060953,-14.136617793001664,-12.67260792534076,-11.480438767038454,-10.351308917217334,-9.197784722939934,-7.576656152773448,-6.5172395930447085,-5.43981391548045,-4.3308882676802325,-2.643623757441292,-1.7533635018491218,-2.1559037142307043,-3.826701426807807,-4.538250136534067,-5.219281585652714,-5.059621857745299,-4.012348758012436,-1.8411850548542492,-0.6817731581866079,-1.088147377689583,-3.526165880029945,-7.603714511104825,-12.578961445297873,-16.417036439899828,-17.402792091471657
2,0.0,7.9285079907434,10.410989149284353,10.197787382516408,6.127794565736319,9.564203975845098,-1.7286920483917882,-3.2478292996608134,-2.2825709533067076,-5.631505174074712,-3.626928803289104,4.663563122462354,4.933472996464223,3.115578822784259,3.5921746030097337,-1.1289495582832492,0.27287917541564927,8.003476936299911,10.800776824181685,9.136571717655794,6.25001488917177,1.9165151036845893,4.268765154773021,-2.8024986309917366,-19.129169763059252,-21.94427389370866,-23.424457115715036,-13.701493960505735,-16.0521698167973,-8.749804254880658,-7.93527255732073,5.3337083589682255,-0.6441138531020824,-11.885982780246941,-15.853624236510472,-4.407456630781762,-2.9049254516192864,-4.369522102010339,-11.754784553594538,-8.724126932940887,-8.86025074376291,-13.53955067275189,-14.280834370062395,-16.476049885260295,-17.652671468905826,-17.82176069418016,-17.706510093882823,-16.86456043644229,-16.4995034680282,-17.44802551084969,-19.838042533298236,-20.749318404319602,-18.56773378749542,-19.38008264241622,-17.63177291630347,-17.34823319439596,-23.79660541766099,-27.27875396912683,-24.524203561839673,-19.75007809951978,-15.870764594864777,-12.165596231424102,-11.192971176062501,-12.350329960953008,-12.922353628844338,-7.7949329700786665,0.17208049506750095,2.95782670126207,0.19185538436405486,-16.401261332701477,-25.505384226542365,-26.182898164336454,-26.418503513390235,-26.635079230520976,-27.082193334210196,-27.190877003817075,-27.20096180812624,-27.084568275420423,-27.053491764281247,-26.896356965649677,-26.619494117887406,-26.238243428574314,-25.615034678458215,-25.098349619252105,-24.77212178414325,-24.64619031735188,-24.06422242958031,-23.467255096250213,-22.709013872385796,-21.8907245985066,-20.975482015405653,-20.17853502297521,-19.36163595615158,-18.450638349967996,-17.204008905959242,-16.216008985018522,-15.226130336060953,-14.136617793001664,-12.67260792534076,-11.480438767038454,-10.351308917217334,-9.197784722939934,-7.576656152773448,-6.5172395930447085,-5.43981391548045,-4.3308882676802325,-2.643623757441292,-1.7533635018491218,-2.1559037142307043,-3.826701426807807,-4.538250136534067,-5.219281585652714,-5.059621857745299,-4.012348758012436,-1.8411850548542492,-0.6817731581866079,-1.088147377689583,-3.526165880029945,-7.603714511104825,-12.578961445297873,-16.417036439899828,-17.402792091471657
3,0.0,7.9285079907434,10.410989149284353,10.197787382516408,6.127794565736319,9.564203975845098,-1.7286920483917882,-3.2478292996608134,-2.2825709533067076,-5.631505174074712,-3.626928803289104,4.663563122462354,4.933472996464223,3.115578822784259,3.5921746030097337,-1.1289495582832492,0.27287917541564927,8.003476936299911,10.800776824181685,9.136571717655794,6.25001488917177,1.9165151036845893,4.268765154773021,-2.8024986309917366,-19.129169763059252,-21.94427389370866,-23.424457115715036,-13.701493960505735,-16.0521698167973,-8.749804254880658,-7.93527255732073,5.3337083589682255,-0.6441138531020824,-11.885982780246941,-15.853624236510472,-4.407456630781762,-2.9049254516192864,-4.369522102010339,-11.754784553594538,-8.724126932940887,-8.86025074376291,-13.53955067275189,-14.280834370062395,-16.476049885260295,-17.652671468905826,-17.82176069418016,-17.706510093882823,-16.86456043644229,-16.4995034680282,-17.44802551084969,-19.838042533298236,-20.749318404319602,-18.56773378749542,-19.38008264241622,-17.63177291630347,-17.34823319439596,-23.79660541766099,-27.27875396912683,-24.524203561839673,-19.75007809951978,-15.870764594864777,-12.165596231424102,-11.192971176062501,-12.350329960953008,-12.922353628844338,-7.7949329700786665,0.17208049506750095,2.95782670126207,0.19185538436405486,-16.401261332701477,-25.505384226542365,-26.182898164336454,-26.418503513390235,-26.635079230520976,-27.082193334210196,-27.190877003817075,-27.20096180812624,-27.084568275420423,-27.053491764281247,-26.896356965649677,-26.619494117887406,-26.238243428574314,-25.615034678458215,-25.098349619252105,-24.77212178414325,-24.64619031735188,-24.06422242958031,-23.467255096250213,-22.709013872385796,-21.8907245985066,-20.975482015405653,-20.17853502297521,-19.36163595615158,-18.450638349967996,-17.204008905959242,-16.216008985018522,-15.226130336060953,-14.136617793001664,-12.67260792534076,-11.480438767038454,-10.351308917217334,-9.197784722939934,-7.576656152773448,-6.5172395930447085,-5.43981391548045,-4.3308882676802325,-2.643623757441292,-1.7533635018491218,-2.1559037142307043,-3.826701426807807,-4.538250136534067,-5.219281585652714,-5.059621857745299,-4.012348758012436,-1.8411850548542492,-0.6817731581866079,-1.088147377689583,-3.526165880029945,-7.603714511104825,-12.578961445297873,-16.417036439899828,-17.402792091471657
4,0.0,7.9285079907434,10.410989149284353,10.197787382516408,6.127794565736319,9.564203975845098,-1.7286920483917882,-3.2478292996608134,-2.2825709533067076,-5.631505174074712,-3.626928803289104,4.663563122462354,4.933472996464223,3.115578822784259,3.5921746030097337,-1.1289495582832492,0.27287917541564927,8.003476936299911,10.800776824181685,9.136571717655794,6.25001488917177,1.9165151036845893,4.268765154773021,-2.8024986309917366,-19.129169763059252,-21.94427389370866,-23.424457115715036,-13.701493960505735,-16.0521698167973,-8.749804254880658,-7.93527255732073,5.3337083589682255,-0.6441138531020824,-11.885982780246941,-15.853624236510472,-4.407456630781762,-2.9049254516192864,-4.369522102010339,-11.754784553594538,-8.724126932940887,-8.86025074376291,-13.53955067275189,-14.280834370062395,-16.476049885260295,-17.652671468905826,-17.82176069418016,-17.706510093882823,-16.86456043644229,-16.4995034680282,-17.44802551084969,-19.838042533298236,-20.749318404319602,-18.56773378749542,-19.38008264241622,-17.63177291630347,-17.34823319439596,-23.79660541766099,-27.27875396912683,-24.524203561839673,-19.75007809951978,-15.870764594864777,-12.165596231424102,-11.192971176062501,-12.350329960953008,-12.922353628844338,-7.7949329700786665,0.17208049506750095,2.95782670126207,0.19185538436405486,-16.401261332701477,-25.505384226542365,-26.182898164336454,-26.418503513390235,-26.635079230520976,-27.082193334210196,-27.190877003817075,-27.20096180812624,-27.084568275420423,-27.053491764281247,-26.896356965649677,-26.619494117887406,-26.238243428574314,-25.615034678458215,-25.098349619252105,-24.77212178414325,-24.64619031735188,-24.06422242958031,-23.467255096250213,-22.709013872385796,-21.8907245985066,-20.975482015405653,-20.17853502297521,-19.36163595615158,-18.450638349967996,-17.204008905959242,-16.216008985018522,-15.226130336060953,-14.136617793001664,-12.67260792534076,-11.480438767038454,-10.351308917217334,-9.197784722939934,-7.576656152773448,-6.5172395930447085,-5.43981391548045,-4.3308882676802325,-2.643623757441292,-1.7533635018491218,-2.1559037142307043,-3.826701426807807,-4.538250136534067,-5.219281585652714,-5.059621857745299,-4.012348758012436,-1.8411850548542492,-0.6817731581866079,-1.088147377689583,-3.526165880029945,-7.603714511104825,-12.578961445297873,-16.417036439899828,-17.402792091471657
5,0.0,7.9285079907434,10.410989149284353,10.197787382516408,6.127794565736319,9.564203975845098,-1.7286920483917882,-3.2478292996608134,-2.2825709533067076,-5.631505174074712,-3.626928803289104,4.663563122462354,4.933472996464223,3.115578822784259,3.5921746030097337,-1.1289495582832492,0.27287917541564927,8.003476936299911,10.800776824181685,9.136571717655794,6.25001488917177,1.9165151036845893,4.268765154773021,-2.8024986309917366,-19.129169763059252,-21.94427389370866,-23.424457115715036,-13.701493960505735,-16.0521698167973,-8.749804254880658,-7.93527255732073,5.3337083589682255,-0.6441138531020824,-11.885982780246941,-15.853624236510472,-4.407456630781762,-2.9049254516192864,-4.369522102010339,-11.754784553594538,-8.724126932940887,-8.86025074376291,-13.53955067275189,-14.280834370062395,-16.476049885260295,-17.652671468905826,-17.82176069418016,-17.706510093882823,-16.86456043644229,-16.4995034680282,-17.44802551084969,-19.838042533298236,-20.749318404319602,-18.56773378749542,-19.38008264241622,-17.63177291630347,-17.34823319439596,-23.79660541766099,-27.27875396912683,-24.524203561839673,-19.75007809951978,-15.870764594864777,-12.165596231424102,-11.192971176062501,-12.350329960953008,-12.922353628844338,-7.7949329700786665,0.17208049506750095,2.95782670126207,0.19185538436405486,-16.401261332701477,-25.505384226542365,-26.182898164336454,-26.418503513390235,-26.635079230520976,-27.082193334210196,-27.190877003817075,-27.20096180812624,-27.084568275420423,-27.053491764281247,-26.896356965649677,-26.619494117887406,-26.238243428574314,-25.615034678458215,-25.098349619252105,-24.77212178414325,-24.64619031735188,-24.06422242958031,-23.467255096250213,-22.709013872385796,-21.8907245985066,-20.975482015405653,-20.17853502297521,-19.36163595615158,-18.450638349967996,-17.204008905959242,-16.216008985018522,-15.226130336060953,-14.136617793001664,-12.67260792534076,-11.480438767038454,-10.351308917217334,-9.197784722939934,-7.576656152773448,-6.5172395930447085,-5.43981391548045,-4.3308882676802325,-2.643623757441292,-1.7533635018491218,-2.1559037142307043,-3.826701426807807,-4.538250136534067,-5.219281585652714,-5.059621857745299,-4.012348758012436,-1.8411850548542492,-0.6817731581866079,-1.088147377689583,-3.526165880029945,-7.603714511104825,-12.578961445297873,-16.417036439899828,-17.402792091471657
6,0.0,7.897014129892687,10.366362459680445,10.154363243766566,6.1047709527136975,9.524268829551142,-1.720098527574673,-3.2328515301548713,-2.271672517375793,-5.606034931527945,-3.61129051466716,4.645147917326504,4.91391207579603,3.1035767468871596,3.5777875993292763,-1.1242572875300552,0.2718824474890223,7.969536509341987,10.751535979380053,9.096525919332153,6.223918821773857,1.9085152074174556,4.250810657688022,-2.791664689797888,-19.030377390767086,-21.834507362497348,-23.307191191574645,-13.636796808669718,-15.973439567151,-8.71192453451626,-7.901823016183158,5.310504310494127,-0.6430447740659787,-11.831870566096116,-15.776638719451086,-4.390902260006923,-2.894895035342331,-4.353135850341619,-11.702065914829866,-8.687492801621662,-8.822924714991718,-13.476699336033898,-14.213927208916965,-16.39571106428924,-17.56479170082388,-17.732774908839254,-17.61851126446567,-16.782007976556333,-16.419271014069754,-17.36171359326797,-19.735727366175293,-20.64030878543351,-18.474246885947007,-19.281007264684774,-17.544784284241135,-17.263101432536505,-23.678602708361083,-27.14459012257164,-24.40274719617476,-19.648872045246534,-15.795420377832286,-12.11241329210212,-11.146075896940276,-12.296878943758783,-12.865583517739774,-7.766020624230636,0.1647226391214782,2.9394979497519325,0.18441887908721083,-16.32380477441108,-25.380196024924253,-26.054544216563198,-26.289083376425488,-26.504695676283983,-26.950165657368615,-27.058386591846684,-27.068428677019114,-26.9525304409567,-26.9217003834476,-26.76524544728422,-26.489602087312953,-26.110074554856695,-25.489607970123725,-24.975426167899055,-24.650817599559932,-24.52551877649575,-23.94632267400522,-23.352475792619774,-22.59829504117712,-21.776748624809233,-20.86632823604504,-20.075488028682678,-19.26456102075413,-18.35997126722783,-17.121462289928903,-16.13990686381992,-15.15631321241222,-14.073531949532402,-12.617843460309079,-11.432516966853024,-10.309654607717581,-9.162314894274852,-7.549000076807076,-6.494765918602341,-5.422424419181391,-4.318543610267272,-2.637889787561641,-1.751358352540747,-2.152223278992164,-3.8158660828276223,-4.523537053107272,-5.201484239101075,-5.042553615431081,-3.999972492195561,-1.8373243367914782,-0.6826642212661514,-1.0873855888019974,-3.5151614575617134,-7.573141462139264,-12.52201840185832,-16.337125519055956,-17.316588503779034
7,0.0,7.897014129892687,10.366362459680445,10.154363243766566,6.1047709527136975,9.524268829551142,-1.720098527574673,-3.2328515301548713,-2.271672517375793,-5.606034931527945,-3.61129051466716,4.645147917326504,4.91391207579603,3.1035767468871596,3.5777875993292763,-1.1242572875300552,0.2718824474890223,7.969536509341987,10.751535979380053,9.096525919332153,6.223918821773857,1.9085152074174556,4.250810657688022,-2.791664689797888,-19.030377390767086,-21.834507362497348,-23.307191191574645,-13.636796808669718,-15.973439567151,-8.71192453451626,-7.901823016183158,5.310504310494127,-0.6430447740659787,-11.831870566096116,-15.776638719451086,-4.390902260006923,-2.894895035342331,-4.353135850341619,-11.702065914829866,-8.687492801621662,-8.822924714991718,-13.476699336033898,-14.213927208916965,-16.39571106428924,-17.56479170082388,-17.732774908839254,-17.61851126446567,-16.782007976556333,-16.419271014069754,-17.36171359326797,-19.735727366175293,-20.64030878543351,-18.474246885947007,-19.281007264684774,-17.544784284241135,-17.263101432536505,-23.678602708361083,-27.14459012257164,-24.40274719617476,-19.648872045246534,-15.795420377832286,-12.11241329210212,-11.146075896940276,-12.296878943758783,-12.865583517739774,-7.766020624230636,0.1647226391214782,2.9394979497519325,0.18441887908721083,-16.32380477441108,-25.380196024924253,-26.054544216563198,-26.289083376425488,-26.504695676283983,-26.950165657368615,-27.058386591846684,-27.068428677019114,-26.9525304409567,-26.9217003834476,-26.76524544728422,-26.489602087312953,-26.110074554856695,-25.489607970123725,-24.975426167899055,-24.650817599559932,-24.52551877649575,-23.94632267400522,-23.352475792619774,-22.59829504117712,-21.776748624809233,-20.86632823604504,-20.075488028682678,-19.26456102075413,-18.35997126722783,-17.121462289928903,-16.13990686381992,-15.15631321241222,-14.073531949532402,-12.617843460309079,-11.432516966853024,-10.309654607717581,-9.162314894274852,-7.549000076807076,-6.494765918602341,-5.422424419181391,-4.318543610267272,-2.637889787561641,-1.751358352540747,-2.152223278992164,-3.8158660828276223,-4.523537053107272,-5.201484239101075,-5.042553615431081,-3.999972492195561,-1.8373243367914782,-0.6826642212661514,-1.0873855888019974,-3.5151614575617134,-7.573141462139264,-12.52201840185832,-16.337125519055956,-17.316588503779034
